text;label
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về chuẩn đầu ra của khoa Công nghệ thông tin.;__label__Academic
Có cần đóng học phí trước khi đăng ký môn không?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Khoa học dữ liệu.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Nông nghiệp.;__label__Academic
Nếu không đủ tiền đóng học phí thì có bị thôi học không?;__label__Academic
Có được công nhận tín chỉ từ trường khác không?;__label__Academic
Điểm chuyên cần chiếm bao nhiêu phần trăm?;__label__Academic
Nếu không đóng học phí thì có được bảo lưu không?;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Cơ khí.;__label__Academic
Sinh viên có thể hoãn học một tín chỉ không?;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Cơ khí.;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Cơ khí.;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Nông nghiệp.;__label__Academic
Học phí có tăng theo từng năm không?;__label__Academic
Có được học vượt tín chỉ trong kỳ cuối không?;__label__Academic
Nếu quên bút thì có được mượn bạn cùng phòng thi không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Kinh tế.;__label__Academic
Mình muốn hỏi về khung chương trình đào tạo của khoa Nông nghiệp.;__label__Academic
Thầy/cô cho em xin quy định về chính sách hỗ trợ sinh viên khó khăn, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Cơ khí.;__label__Academic
Thầy/cô cho em xin quy định về khung chương trình đào tạo, áp dụng từ học kỳ này được không ạ?;__label__Academic
Quy định về học trước trong chương trình đào tạo là gì ạ?;__label__Academic
Mình muốn hỏi về đổi lớp thực hành của khoa Điện tử viễn thông.;__label__Academic
Nếu đóng thừa học phí có được hoàn lại không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Luật.;__label__Academic
Thầy/cô cho em xin quy định về hạn rút học phần, áp dụng từ học kỳ này được không ạ?;__label__Academic
Khi nào công bố danh sách coi thi ạ?;__label__Academic
Nếu điểm thấp thì có thể học cải thiện không?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Điện tử viễn thông.;__label__Academic
Có cần giấy báo dự thi khi vào phòng thi không?;__label__Academic
Có hỗ trợ học phí cho sinh viên khuyết tật không?;__label__Academic
Nếu quên đem thẻ sinh viên thì cần giấy tờ gì để vào thi?;__label__Academic
Thầy/cô cho em xin quy định về đăng ký học phần, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Sinh học.;__label__Academic
Có được ra khỏi phòng thi sớm không?;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Khoa học dữ liệu.;__label__Academic
Mức học phí theo tín chỉ cho ngành Điện tử viễn thông là bao nhiêu ạ?;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Ngôn ngữ Anh.;__label__Academic
Điều kiện và mốc thời gian tạm dừng học là gì ạ?;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Sinh học.;__label__Academic
Có thể thi lại để nâng điểm không?;__label__Academic
Cách tính CPA theo thang điểm 4 như thế nào ạ?;__label__Academic
Em muốn xin xác nhận sinh viên để vay vốn, quy trình như thế nào ạ?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Công nghệ thông tin.;__label__Academic
Có được ghi công thức sẵn vào giấy nháp không?;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Cơ khí.;__label__Academic
Sinh viên có thể tự chọn tín chỉ nghiên cứu không?;__label__Academic
Có được học trực tuyến để lấy tín chỉ không?;__label__Academic
Có được giảm học phí khi đạt giải nghiên cứu khoa học không?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Khoa học dữ liệu.;__label__Academic
Một môn học bao nhiêu tín chỉ?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Sinh học.;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Luật.;__label__Academic
Nếu không có điểm giữa kỳ thì điểm tổng kết tính thế nào?;__label__Academic
Có bắt buộc ký tên vào danh sách thi không?;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Quản trị kinh doanh.;__label__Academic
Mức học phí theo tín chỉ cho ngành Kinh tế là bao nhiêu ạ?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Khoa học dữ liệu.;__label__Academic
Quy định về tiên quyết trong chương trình đào tạo là gì ạ?;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Khoa học dữ liệu.;__label__Academic
Tín chỉ học trực tuyến có giá trị như tín chỉ thường không?;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Điện tử viễn thông.;__label__Academic
Có học bổng giảm 100% học phí không?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Nông nghiệp.;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Luật.;__label__Academic
Học phí một tín chỉ là bao nhiêu?;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Sinh học.;__label__Academic
Điều kiện và mốc thời gian xóa tên là gì ạ?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Ngôn ngữ Anh.;__label__Academic
Có thể học lớp tín chỉ khác khoa không?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Ngôn ngữ Anh.;__label__Academic
Bao lâu thì được công nhận tín chỉ đã học?;__label__Academic
Có được đổi chỗ ngồi khi thi không?;__label__Academic
Điểm giữa kỳ có bắt buộc không?;__label__Academic
Em muốn chuyển ngành thì điều kiện tối thiểu là gì?;__label__Academic
Điểm GPA bao nhiêu thì mới được xét chuyển ngành?;__label__Academic
Thời hạn nộp hồ sơ chuyển ngành là khi nào?;__label__Academic
Chuyển ngành trong nội bộ trường có khác chuyển giữa các khoa không?;__label__Academic
Em có thể chuyển ngành sau năm nhất không?;__label__Academic
Có giới hạn số lần được chuyển ngành không?;__label__Academic
Hồ sơ chuyển ngành gồm những giấy tờ gì?;__label__Academic
Nộp hồ sơ chuyển ngành ở phòng/ban nào?;__label__Academic
Có phải xin ý kiến cố vấn học tập trước khi chuyển ngành không?;__label__Academic
Chuyển ngành có phải phỏng vấn hay thi tuyển lại không?;__label__Academic
Các học phần đã học có được công nhận khi chuyển ngành không?;__label__Academic
Cách xét tương đương học phần khi chuyển ngành như thế nào?;__label__Academic
Có bị kéo dài thời gian tốt nghiệp nếu chuyển ngành không?;__label__Academic
Lệ phí làm thủ tục chuyển ngành là bao nhiêu?;__label__Academic
Thời gian xử lý hồ sơ chuyển ngành mất bao lâu?;__label__Academic
Điểm rèn luyện có ảnh hưởng đến việc chuyển ngành không?;__label__Academic
Nếu đang bị cảnh cáo học vụ thì có chuyển ngành được không?;__label__Academic
Đang hưởng học bổng thì chuyển ngành có giữ được không?;__label__Academic
Chuyển ngành có ảnh hưởng đến chế độ miễn giảm học phí không?;__label__Academic
Em muốn chuyển sang ngành có chỉ tiêu giới hạn, tiêu chí xét như thế nào?;__label__Academic
Có yêu cầu chứng chỉ ngoại ngữ khi chuyển ngành không?;__label__Academic
Khi nào nhận được quyết định chấp thuận chuyển ngành?;__label__Academic
Sau khi được duyệt, học kỳ bắt đầu học ngành mới từ lúc nào?;__label__Academic
Trong thời gian chờ xét, em đăng ký học phần như thế nào?;__label__Academic
Nếu không được duyệt chuyển ngành thì hồ sơ có được hoàn trả không?;__label__Academic
Điểm các môn cơ sở ngành cũ có được bảo lưu không?;__label__Academic
Em có thể chuyển ngành và chuyển lớp cùng lúc không?;__label__Academic
Chuyển ngành có cần ý kiến của khoa mới và khoa cũ không?;__label__Academic
Có thể chuyển từ chương trình chất lượng cao sang chương trình đại trà không?;__label__Academic
Chuyển từ đại trà sang chất lượng cao có điều kiện gì khác không?;__label__Academic
Sinh viên năm cuối có được chuyển ngành không?;__label__Academic
Chuyển ngành có phải học lại các học phần tiên quyết không?;__label__Academic
Có được chuyển ngành giữa năm học hay chỉ đầu kỳ?;__label__Academic
Điểm thi THPT có được dùng để xét chuyển ngành không?;__label__Academic
Ngành mới yêu cầu chuẩn đầu ra ngoại ngữ khác, xử lý thế nào?;__label__Academic
Nếu khác chương trình đào tạo, số tín chỉ tối đa được công nhận là bao nhiêu?;__label__Academic
Chuyển ngành có ảnh hưởng đến học phần giáo dục quốc phòng và thể chất không?;__label__Academic
Có cần bảng điểm tạm thời khi nộp hồ sơ chuyển ngành không?;__label__Academic
Em muốn chuyển ngành vì không phù hợp năng lực, có tư vấn nào trước khi nộp không?;__label__Academic
Khi chuyển ngành, mã số sinh viên có thay đổi không?;__label__Academic
Học phí sau khi chuyển ngành được tính theo mức nào?;__label__Academic
Chuyển ngành có ảnh hưởng đến thời gian bảo lưu kết quả học tập không?;__label__Academic
Có thể hủy yêu cầu chuyển ngành sau khi nộp không?;__label__Academic
Nếu đã được duyệt chuyển ngành mà muốn quay lại ngành cũ thì sao?;__label__Academic
Có quy định điểm trung bình học kỳ gần nhất để xét chuyển ngành không?;__label__Academic
Sinh viên diện tuyển thẳng có bị hạn chế chuyển ngành không?;__label__Academic
Em có thể đăng ký học song ngành thay vì chuyển ngành không?;__label__Academic
Khác nhau giữa chuyển ngành và đổi chuyên ngành trong cùng ngành là gì?;__label__Academic
Chuyển ngành có cần thư đề xuất của giảng viên không?;__label__Academic
Trường hợp đang nợ môn có ảnh hưởng đến xét chuyển ngành không?;__label__Academic
Có quy định về tỷ lệ tín chỉ hoàn thành trước khi được chuyển ngành không?;__label__Academic
Chuyển ngành có cần cam kết học tập hay kế hoạch học bù không?;__label__Academic
Em muốn chuyển ngành sang sư phạm, có yêu cầu riêng không?;__label__Academic
Chuyển ngành sang công nghệ thông tin cần chuẩn kiến thức toán nào?;__label__Academic
Có được chuyển ngành khi đang tham gia câu lạc bộ/học bổng doanh nghiệp không?;__label__Academic
Nếu bị từ chối chuyển ngành, em có thể khiếu nại hoặc xin xét lại không?;__label__Academic
Em có thể theo học học phần của ngành mới trước khi có quyết định không?;__label__Academic
Hồ sơ chuyển ngành có mẫu đơn trực tuyến không?;__label__Academic
Có cần xác nhận của phụ huynh khi sinh viên chưa đủ 18 tuổi để chuyển ngành không?;__label__Academic
Nếu chuyển ngành, điểm tích lũy xếp loại học tập được tính như thế nào?;__label__Academic
Các mốc thời gian quan trọng của quy trình chuyển ngành là gì?;__label__Academic
Khi chuyển ngành, em có phải học lại các học phần kỹ năng mềm không?;__label__Academic
Có ưu tiên chuyển ngành cho sinh viên đạt giải nghiên cứu khoa học không?;__label__Academic
Điều kiện chuyển ngành đối với chương trình liên kết quốc tế là gì?;__label__Academic
Nếu đang thực tập thì chuyển ngành có ảnh hưởng đến kết quả thực tập không?;__label__Academic
Em muốn chuyển ngành vì lý do sức khỏe, cần giấy tờ y tế gì?;__label__Academic
Chuyển ngành có yêu cầu điểm tiếng Anh đầu vào như IELTS/TOEIC không?;__label__Academic
Thang điểm và cách quy đổi giữa hai chương trình khi chuyển ngành ra sao?;__label__Academic
Em có thể đăng ký cố vấn học tập mới ngay sau khi chuyển ngành không?;__label__Academic
Quy định về học lại/học cải thiện sau khi chuyển ngành như thế nào?;__label__Academic
Khi chuyển ngành, em có phải đăng ký lại ký túc xá theo khoa mới không?;__label__Academic
Có hạn cuối rút hồ sơ chuyển ngành trước khi ra quyết định không?;__label__Academic
Nếu ngành mới có học phần thí nghiệm khác, có lớp bù dành cho sinh viên chuyển ngành không?;__label__Academic
Chuyển ngành giữa hai cơ sở/campus của trường có được không?;__label__Academic
Em có thể xin miễn học phần nhập môn ngành mới dựa trên kinh nghiệm thực tế không?;__label__Academic
Hồ sơ cần xác nhận điểm rèn luyện của học kỳ nào để xét chuyển ngành?;__label__Academic
Các tiêu chí ưu tiên khi số hồ sơ chuyển ngành vượt chỉ tiêu là gì?;__label__Academic
Sau khi chuyển ngành, em có cần làm lại đề cương học tập cá nhân không?;__label__Academic
Nếu đã đăng ký học phần ngành cũ, sau khi chuyển ngành có được hoàn học phí không?;__label__Academic
Có nhóm hỗ trợ sinh viên chuyển ngành để định hướng học tập không?;__label__Academic
Em muốn chuyển ngành vì khác định hướng nghề nghiệp, nhà trường có buổi tư vấn nào không?;__label__Academic
Quy trình xét công nhận tín chỉ tự chọn khi chuyển ngành như thế nào?;__label__Academic
Chuyển ngành có ảnh hưởng đến điều kiện xét tốt nghiệp danh dự không?;__label__Academic
Nếu đang trong diện học lại nhiều môn, có bị cấm chuyển ngành không?;__label__Academic
Có thể chuyển ngành sang chương trình đặc thù/kỹ sư tài năng không?;__label__Academic
Khi chuyển ngành, em có phải thi xếp lớp ngoại ngữ/tin học lại không?;__label__Academic
Nếu ngành mới yêu cầu thực tập sớm, kế hoạch của em sẽ được điều chỉnh ra sao?;__label__Academic
Em có thể chuyển ngành sau khi bảo lưu một học kỳ không?;__label__Academic
Quy định chuyển ngành đối với sinh viên hệ vừa học vừa làm có gì khác?;__label__Academic
